,,milton-ernest,marsh-benham,maids-moreton,hilton,higher-burwardsley,liskeard,haverigg,heanor,cullompton,north-wootton,stockton-on-tees,fernhurst,,great-saling,great-barrington,edgware,highfield,old-knebworth,doddington,eastling,heywood,shepshed,louth,,,holt,thrapston,prudhoe,sutton-in-ashfield,finmere,,walcot,farrington-gurney,wickersley,stoke-on-trent,haverhill,godstone,,napton,landford,whitbourne,monk-fryston,,,,,,,dolgarreg,lampeter,on-sea-rhos,pant-pastynog,rhosesmor,dinas-mawddwy,,llantilio-crossenny,,,dunston,cregrina,tonyrefail,llewitha,st.-mary-church,,rhos-ddu,,,gourdon,,taynuilt,,cairndoon,schaw,,,,,,dunbog,,alltbeithe,,,dalchirach,the-den,,murra,burnfoot,,haroldswick,new-prestwick,law,doune,,,
,,milton-keynes,mortimer,marlow,hinxton,higher-sutton,lizard,haverthwaite,heath,culmhead,organford,thornley,ferring,,great-totham,great-rissington,edmonton,hook,oxhey,dogsthorpe,eastry,hoddlesden,sibson,ludford,,,horning,tiffield,rennington,teversal,finstock,,wellington,faulkland,wombwell,stone,helmingham,gomshall,,newbold,leigh-delamere,wichenford,morley,,,,,,,drefach,llanafan,pandy-tudur,pengwern,rhos-y-brwyner,dinorwic,,llantilio-pertholey,,,dyffryn,crewgreen,trealaw,loughor,sully,,rhosllanerchrugog,,,hatton,,tayvallich,,cairnryan,sinclairston,,,,,,dunearn,,alltnacaillich,,,dalestie,thundergay,,ness-of-tenston,burrelton,,heglibister,north-balloch,leadhills,drummond,,,
,,moggerhanger,mortimer-common,medmenham,histon,holmes-chapel,looe,hawkshead,high-peak,culmstock,osmington,tow-law,findon,,great-wakering,greet,eltham,horndean,perry-green,downham,edenbridge,hoghton,sproxton,mablethorpe,,,horsey,titchmarsh,rochester,thrumpton,frilford,,wem,felton,woodall,stourton,hintlesham,great-bookham,,newbold-on-stour,limpley-stoke,willersley-hill,mytholmroyd,,,,,,,dryslwyn,llanarth,penmachno,pentre-llanrhaeadr,rhydtalog,dolbenmaen,,llantrisant,,,east-williamston,crickadarn,trebanog,manselton,swanbridge,,rhosnesni,,,hatton-of-fintray,,tighnabruaich,,cairnsmore,skares,,,,,,dunfermline,,allt-na-subh,,,dallas,torbeg,,netherbrough,busby,,hellister,old-dailly,lesmahagow,drumvaich,,,
,,newton-blossomville,newbury,mentmore,horningsea,hyde,lostwithiel,hensingham,higham,dalwood,osmington-mills,trimdon,firle,,great-waltham,guiting-power,embankment,houghton,pirton,dry-drayton,elham,horwich,stathern,market-deeping,,,horstead,towcester,rothbury,thurgarton,frilford-heath,,wentnor,fitzhead,worsbrough,sugnall,holbrook,guildford,,northend,little-bedwyn,winchenford,newall,,,,,,,dyfatty,llanbadarn-fawr,penmaenmawr,pentre-saron,rhydymwyn,dolgellau,,llanvair-discoed,,,eglwyswen,crickhowell,trecynon,maritime-quarter,talygarn,,rhosrobin,,,huntly,,tobermory,,callisterhall,skeldon,,,,,,dunino,,alltsigh,,,dandaleith,tormore,,nethertown,butterstone,,heogan,pennyglen,lettershaws,drymen,,,
,,northill,oldham,milton-keynes,horseheath,kelsall,ludgvan,hesket-newmarket,hognaston,dartington,owermoigne,trimdon-grange,fishbourne,,great-warley,hartpury,enfield,hurstbourne-tarrant,potters-bar,dullingham,eridge-green,hurst-green,sutton-bassett,market-rasen,,,hoveton,wadenhoe,seahouses,trowell,fringford,,weston-heath,freshford,wortley,sutton-coldfield,holton,hambledon,,nuneaton,little-cheverell,worcester,normanton,,,,,,,dyffryn-ceidrych,llancynfelyn,penrhyn-bay,pentre-bwlch,saltney,dolgoch,,llanvapley,,,eglwyswrw,criggion,treforest,mawr,tredodridge,,rhostyllen,,,insch,,,,canonbie,smallburn,,,,,,dunshelt,,alness,,,daugh-of-kinermony,upper-skelmorlie,,newark,calvine,,heylor,pinminnoch,libberton,duchray,,,
,,oakley,padworth,moulsoe,houghton,kerridge,luxulyan,heversham,holbrook,dartmeet,piddlehinton,ushaw-moor,fittleworth,,great-yeldham,heybridge,enniskillen,hythe,potters-crouch,duxford,erith,ince,sutton-bonington,martin-dales,,,hunstanton,weedon,simonburn,tuxford,fritwell,,weston-rhyn,frome,,tamworth,honey-tye,hampton,,offchurch,lower-chicksgrove,wyre-piddle,northowram,,,,,,,edwinsford,llanddeiniol,penrhyn-side,pentre-celyn,saltney-ferry,douglas-hill,,llanvetherine,,,fishguard,crossgates,trehafod,mayals,treguff,,ridleywood,,,inverallochy,,,,capplegill,sorn,,,,,,dura,,altanduin,,,dava,west-kilbride,,north-dawn,camghouran,,hillside,pinmore,limekilnburn,dumgoyne,,,
,,odell,padworth-common,naphill,huntingdon,kingsley,maker,holmrook,holmesfield,dartmouth,piddletrenthide,walworth,fletching,,hadleigh,hinton,euston,ibsley,preston,earith,eynsford,knott-end-on-sea,sutton-cheney,metheringham,,,huntingdon,wellingborough,slaley,upton,fyfield,,weston-under-redcastle,glastonbury,,tatenhill,honington,hampton-court,,oxhill,lower-woodford,wythall,oakworth,,,,,,,efailwen,llanddewi-brefi,pensarn,pentredwr,sandycroft,dyffryn-ardudwy,,llanwenarth,,,folly,crossway,treherbert,mayhill,treoes,,rossett,,,inverbervie,,,,carco,sornhill,,,,,,dysart,,altass,,,davoch-of-grange,whitehill,,northdyke,campmuir,,hillswick,pinwherry,low-waters,dunblane,,,
,,old-warden,pangbourne,newport-pagnell,impington,knutsford,malpas,ings,holmewood,dawlish,poole,weardale,fontwell,,hadstock,horsley,exchange-square,itchen-abbas,puckeridge,east-hatley,eythorne,lancaster,swannington,morton,,,ingham,welton,spittal,warsop,garsington,,whitchurch,goathurst,,tean,horringer,hampton-hill,,pathlow,ludgershall,,oldfield,,,,,,,esgair,llandre,pentre-bont,pen-y-stryt,sealand,edern,,llanvihangel-ystern-llewern,,,ford,crug,treorchy,middleton,twyn-yr-odyn,,ruabon,,,inverey,,,,cardoness,stair,,,,,,earlsferry,,alterwall,,,deerhill,whiting-bay,,northtown,camserney,,hillwell,poundland,machan,duncraggan,,,
,,pavenham,peasemore,newton-longville,isleham,langley,manaccan,irthington,holymoorside,dawlish-warren,portland,wearhead,ford,,halstead,huntley,farringdon,kingsclere,radlett,easton,fakenham,laneshawbridge,swinford,moulton-chapel,,,itteringham,west-haddon,stannersburn,wellow,goring-on-thames,,whitington,godney,,teanford,hoxne,hampton-wick,,polesworth,ludwell,,ossett,,,,,,,felindre,llandyfriog,pentrefelin,plas-isaf,shotton,efailnewydd,,llanvihangel-gobion,,,freshwater-east,cwm-irfon,tyle-garw,morfa,walterston,,southsea,,,inverugie,,,,cargen,starr,,,,,,east-wemyss,,altnafeadh,,,delavorar,woodside,,oil-terminal,camusurich,,holmsgarth,prestwick,meikle-earnock,duncroist,,,
,,pitstone,playhatch,north-marston,keyston,little-budworth,marazion,irton,hope,denbury,poundbury,west-auckland,forest-row,,harlow,ilmington,feltham,kingsley,redbourn,eastrea,faversham,langho,theddingworth,newton,,,kings-lynn,weston,stocksfield,west-bridgford,great-bourton,,wolverhampton,gurney-slade,,telford,hundon,hascombe,,preston-bagot,lydiard-millicent,,otley,,,,,,,felinfoel,llandygwydd,pentrefoelas,plas-yn-cefn,soughton,eisingrug,,magor,,,freshwater-west,cwm-owen,tylorstown,morriston,welsh-st-donats,,stansty,,,inverurie,,,,cargenbridge,stewarton,,,,,,elie,,altnaharra,,,delnabo,,,orphir,camusvrachan,,hoswick,rosemount,milton-lockhart,dykehead,,,
,,potton,reading,olney,kimbolton,little-neston,mawgan-porth,kendal,hope-valley,diptford,powerstock,wheatley,framfield,,harwich,kilkeney,finchley,langstone,rickmansworth,eaton-ford,fawkham,leigh,thorpe-langton,north-hykeham,,,langham,whittlebury,tweedmouth,wollaton,greatworth,,woofferton,haselbury-plucknett,,tutbury,icklingham,haslemere,,princethorpe,malmesbury,,oulton,,,,,,,felingwmuchaf,llandysul,plas-llwyd,prestatyn,sychdyn,fachwen,,mamhilad,,,freystrop,cwmbach,tynewydd,mount-pleasant,wenvoe,,stryt-issa,,,johnshaven,,,,carroch,tayburn,,,,,,falfield,,altura,,,dipple,,,outertown,caputh,,houbie,sauchrie,nemphlar,easter-borland,,,
,,pulloxhill,riseley,oving,leighton-bromswold,little-sutton,mawnan-smith,keswick,horsley-woodhouse,dittisham,preston,wheatley-hill,fulking,,hatfield-peverel,kingscote,finsbury-park,leckford,royston,eaton-socon,folkestone,leyland,thringstone,north-somercotes,,,larling,wollaston,warden,woodlinkin,harwell,,woore,high-littleton,,uttoxeter,ingham,hersham,,ratley,market-lavington,,outlane,,,,,,,ferryside,llanfair-clydogau,plasisaf,prion,talacre,fairbourne,,mardy,,,freystrop-cross,cwmbelan,upper-boat,mumbles,west-aberthaw,,stryt-yr-hwch,,,kemnay,,,,carronbridge,trabboch,,,,,,falkland,,alvie,,,drumin,,,overbister,cargill,,housetter,seafield,nerston,easter-buckieburn,,,
,,radwell,ruscombe,padbury,leverington,lower-peover,menheniot,kirkbride,ilkeston,doddiscombsleigh,puddletown,whitworth,furners-green,,herongate,kingswood,fitzrovia,lee-on-the-solent,sandridge,ellington,fordcombe,littleborough,thrussington,old-leake,,,lenwade,woodford,warenford,worksop,headington,,worfield,highbridge,,walsall,ipswich,hindhead,,rowington,marlborough,,oxenhope,,,,,,,ffairfach,llanfair-orllwyn,pont-y-pant,rhewl,trelawnyd,ffestiniog,,maryland,,,gelly,cwmdu,wattstown,murton,wick,,summerhill,,,kildrummy,,,,carrutherstown,waterside,,,,,,fernie,,anaboard,,,drummuir-castle,,,pan,carie,,huxter,smyrton,netherburn,easter-dullater,,,
,,ravensden,sandhurst,penn,linton,lower-whitley,metherell,lamplugh,kedleston,dolton,puncknowle,winston,gatwick,,heybridge,lechlade,fleet-street,linwood,sawbridgeworth,elm,fordwich,longridge,ullesthorpe,partney,,,litcham,woodnewton,wark,,headington-quarry,,wroxeter,hinton-blewett,,waterhouses,ixworth,holmbury-st-mary,,shipston-on-stour,marshfield,,pontefract,,,,,,,ffarmers,llanfarian,restricted-bridge,rhuallt,trelogan,ffridd-uchaf,,mathern,,,glandwr,cwmgiedd,williamstown,mynydd-bach,ystradowen,,sydallt,,,kincardine-oneil,,,,carsegowan,windy-yet,,,,,,fordell,,anaheilt,,,drumnagorrach,,,pierowall,carnbo,,ireland,south-balloch,netherton,easter-poldar,,,
,,renhold,shinfield,poundon,little-downham,lymm,mevagissey,langdale,kegworth,down-st-mary,rousham,witton-gilbert,gatwick-airport,,heybridge-basin,little-washbourne,forest-gate,liphook,sheering,elsworth,frant,longton,uppingham,peterborough,,,little-dunham,,warkworth,,henley-on-thames,,,hinton-st-george,,wetton,kentford,hookwood,,sibson,marston-meysey,,prescot,,,,,,,fforest,llanfihangel-y-creuddyn,rhos-on-sea,rhuddlan,treuddyn,friog,,maypole,,,glanrhyd,cwm-llinau,ynysboeth,newton,,,tallarn-green,,,king-edward,,,,carseriggan,,,,,,,freuchie,,ankerville,,,drybridge,,,quindry,carroglen,,isbister,st-quivox,new-lanark,edinample,,,
,,ridgemont,sindlesham,preston-bissett,little-gransden,macclesfield,mitchell,lindal,kettleshulme,drewsteignton,sandbanks,wolsingham,goodwood,,high-roding,longford,forest-hill,liss,shillington,eltisley,frittenden,lytham-st-annes,walcote,pinchbeck,,,little-fransham,,west-mickley,,hook-norton,,,hnton-charterhouse,,wheaton-aston,kersey,horley,,snitterfield,melksham,,pudsey,,,,,,,ffynnon-ddrain,llangeitho,rhydlanfair,rhyl,walwen,fron,,mitchel-troy,,,goodwick,cwm-twrch-isaf,ynyshir,nicholaston,,,talwrn,,,kinmuck,,,,carsethorn,,,,,,,gallatown,,annat,,,dufftown,,,quoyloo,cashlie,,islesburgh,straiton,new-mains,edinchip,,,
,,riseley,slough,prestwood,little-shelford,malpas,mithian,little-broughton,little-hayfield,dunchidcock,shaftesbury,,graffham,,hockley,longhope,fulham,longparish,south-mimms,elton,gillingham,mawdesley,walton-on-the-wolds,pointon,,,little-walsingham,,west-woodburn,,horton-cum-studley,,,holcombe,,whiston,kessingland,horsley,,solihull,membury,,rawdon,,,,,,,five-roads,llangoedmor,rhydlydan,ruthin,wepre,fron-goch,,mitcheltroy-common,,,granston,cwrt-y-gollen,ynysybwl,north-hill,,,the-chequer,,,kinneff,,,,carsluith,,,,,,,gateside,,applecross,,,duffus,,,rackwick,chapelbank,,kirkabister,sundrum,newbigging,edra,,,
,,roxton,sonning,princes-risborough,little-wilbraham,marbury,morval,little-langdale,litton,dunchideock,shapwick,,hailsham,,holland-on-sea,lower-apperley,golders-green,lower-froyle,st-albans,ely,goodnestone,mellor,whetstone,redbourne,,,loddon,,widdrington,,kelmscot,,,holford,,whitmore,kettleburgh,hurstpierpoint,,southam,mere,,riddlesden,,,,,,,four-roads,llangorwen,rhyd-y-foel,saron,whelston,ganllwyd,,monkswood,,,greenway,darowen,ystrad,norton,,,tregeiriog,,,kintore,,,,carsphairn,,,,,,,gauldry,,ardachvie,,,dyke,,,rapness,chapelhill,,laxfirth,symington,newton,fallin,,,
,,sandy,sonning-common,quainton,littleport,marple,morwenstow,longtown,long-eaton,east-allington,sherborne,,halland,,hornchurch,lower-oddington,grays-inn,lymington,standon,euximoor,goudhurst,mereclough,whitwick,rippingale,,,long-stratton,,wooler,,kidlington,,,honiton,,whittington,knettishall,kew,,stockingford,minety,,ripponden,,,,,,,garnant,llangranog,rock,st.-asaph,whitford,garn,,monmouth,,,grondre,defynnog,ystrad-rhondda,olchfa,,,trevalyn,,,kirkton-of-fetteresso,,,,cassencarie,,,,,,,glasslie,,ardaneaskan,,,edintore,,,redland,clathy,,laxo,tairlaw,parish-holm,finlarig,,,
,,sharnbrook,sonning-eye,radnage,lolworth,marple-bridge,mount-hawke,lorton,longshaw,east-anstey,sherbourne,,halnaker,,horndon-on-the-hill,lower-slaughter,green-park,lyndhurst,stanstead-abbotts,eynesbury,gravesend,middleton,wigston,ropsley,,,longham,,wylam,,kingham,,,horton,,woodseaves,lakenheath,kingston-upon-thames,,stoneleigh,monkton-farleigh,,rishworth,,,,,,,garthynty,llangwyryfon,roewen,tafarn-y-gelyn,ysceifiog,garn-dolbenmaen,,mounton,,,gumfreston,derwenlas,,oldwalls,,,trevor,,,laurencekirk,,,,castle-douglas,,,,,,,glencraig,,ardarroch,,,edinvale,,,rinnigill,cleish,,leebotten,tarbolton,pettinain,fintry,,,
,,sharpenhoe,sonning-on-thames,salford,longstanton,marston,mousehole,low-hesket,loscoe,east-worlington,shipton-gorge,,hartfield,,horsley-cross,lydbrook,greenford,mapledurwell,stansted,eynesbury-hardwicke,greenhithe,mitton,wilbarston,ruskington,,,ludham,,,,kings-sutton,,,ilchester,,wrinehill,lavenham,kingswood,,stoneleigh-park,newton-toney,,rothwell,,,,,,,gellywen,llangybi,st-george,trefnant,,garneddwen,,mynydd-bach,,,hakin,deuddwr,,overton,,,worthenbury,,,logie-coldstone,,,,castle-kennedy,,,,,,,glenduckie,,ardcharnich,,,elgin,,,roadside,clunie,,lerwick,troon,quarter,frenich,,,
,,shefford,southend,saunderton,longueville,mickle-trafford,mullion,low-lorton,lower-pilsley,eggesford,shroton,,haslemere,,ickleton,lydney,greenwich,mattingley,stansted-airport,chesterton,groombridge,morecambe,wilson,ryhall,,,ludham-bridge,,,,kingston-bagpuize,,,ilminster,,yoxall,laxfield,knaphill,,stratford-upon-avon,nomansland,,rothwell-haigh,,,,,,,glanaman,llanilar,st.-george,trelawnyd,,garreg,,mynyddislwyn,,,haroldston-st.-issells,discoed,,oxwich,,,wrexham,,,longside,,,,castle-oer,,,,,,,glenrothes,,ardchronie,,,elrick,,,rothiesholm,coldrain,,levenwick,turnberry,quothquan,garden,,,
,,silsoe,stanford-dingley,shabbington,madingley,middlewich,mylor-bridge,lupton,makeney,ermington,sixpenny-handley,,hassocks,,ilford,mangotsfield,hackney,micheldever,stapleford,farcet,hadlow,mossley,wolvey,saltfleet,,,market-weston,,,,kingston-blount,,,keynsham,,,layham,leatherhead,,studley,norton,,roydhouse,,,,,,,glanbran,llanon,tal-y-bont,tremeirchion,,garth,,nant-y-derry,,,haroldston-west,disserth,,oxwich-green,,,wynnstay,,,lonmay,,,,castlefairn,,,,,,,gowkhall,,ardelve,,,farmtown,,,sandgarth,colenden,,lunna,wallacetown,ravenstruther,gargunnock,,,
,,slapton,stockcross,sherington,march,millbrook,nancegollan,maryport,mapperley,exbourne,southbourne,,hastings,,ingatestone,marshfield,hadley-wood,milford-on-sea,stevenage,fen-ditton,halstead,nelson,woodhouse-eaves,sandtoft,,,marsham,,,,kingston-lisle,,,kingston-st-mary,,,leiston,leigh,,tanworth-in-arden,nunton,,saltaire,,,,,,,glynteg,llanrhystud,tal-y-trough,tyn-y-cefn,,gell,,new-inn,,,hasguard,dolanog,,oystermouth,,,,,,lost,,,,castlemilk,,,,,,,grange-of-lindores,,ardersier,,,favillar,,,sandquoy,collace,,lunning,whitelees,rigside,gartachoil,,,
,,soulbury,stratfield-mortimer,silverstone,maxey,millington,nancledra,mealsgate,marston-montgomery,exeter,spetisbury,,haywards-heath,,ingrave,may-hill,hammermsith,minstead,stotfold,fen-drayton,hamstreet,oakenclough,wymeswold,scunthorpe,,,martham,,,,kirtlington,,,langley-marsh,,,lidgate,lightwater,,temple-grafton,oaksey,,scarcroft,,,,,,,golden-grove,llansantffraid,tan-y-fron,waen,,gellilydan,,new-mills,,,haverfordwest,dolau,,pantlasau,,,,,,lumphanan,,,,castlewigg,,,,,,,grangemuir,,ardery,,,fife-keith,,,scapa,comrie,,mail,whitletts,roberton,gartincaper,,,
,,southill,streatley-on-thames,skirmett,melbourn,mobberley,nanpean,millom,matlock,exminster,st-leonards,,heathfield,,kelvedon,meysey-hampton,hammersmith,new-alresford,takeley,fenstanton,harrietsham,oldham,wymondham,seacroft,,,mattishall,,,,launton,,,langport,,,long-melford,limpsfield,,thurlaston,ogbourne-st-george,,shelf,,,,,,,gorllwyn,llanwenog,terrace,,,gerlan,,newbridge-on-usk,,,hayscastle,dolfach,,pant-lasau,,,,,,lumsden,,,,cauldside,,,,,,,guardbridge,,ardessie,,,findhorn,,,scar,concraigie,,mangaster,,rootpark,gartmore,,,
,,stanbridge,sunningdale,slough,meldreth,mottram,newlyn,milnthorpe,matlock-bath,exmouth,stalbridge,,hellingly,,kelvedon-hatch,mickleton,hampstead,new-milton,tea-green,fenton,hartley,ormskirk,,sewstern,,,melton-constable,,,,letcombe-regis,,,leigh-upon-mendip,,,lowestoft,lingfield,,upper-brailes,orcheston,,shelley,,,,,,,gorslas,llanwnen,the-dingle,,,glan-adda,,newcastle,,,hayscastle-cross,dolfor,,parkmill,,,,,,macduff,,,,caulkerbush,,,,,,,halbeath,,ardgay,,,findochty,,,settiscarth,corrymuckloch,,marrister,,rosebank,gartness,,,
,,steppingley,sunninghill,speen,milking-nook,mouldsworth,newquay,nether-wasdale,mayfield,exton,stinsford,,henfield,,laindon,minchinhampton,hampton,newtown,tewin,fitton-end,hastingleigh,oswaldtwistle,,skegness,,,metfield,,,,lewknor,,,litton,,,market-weston,little-bookham,,warwick,pewsey,,shipley,,,,,,,gwernogle,llechryd,towyn,,,glan-dwyfach,,newchurch,,,henrys-moat,dolleycanney,,penclawdd,,,,,,maryculter,,,,causeway-end,,,,,,,hazelton-walls,,ardheslaig,,,findrassie,,,skaill,coshieville,,maryfield,,rutherend,glasahoile,,,
,,stevington,swallowfield,steeple-claydon,milton,moulton,notter-bridge,orton,measham,feniton,stoborough,,herons-ghyll,,langham,miserden,hampton-court,north-waltham,tring,folksworth,hawkenbury,padiham,,sleaford,,,methwold,,,,little-coxwell,,,long-ashton,,,martlesham,long-ditton,,welford-on-avon,pitton,,silsden,,,,,,,gwyddgrug,lledrod,trefriw,,,glan-yr-afon,,oldcastle,,,herbrandston,dolwen,,pen-clawdd,,,,,,marykirk,,,,cavens,,,,,,,hill-end,,ardindrean,,,findron,,,skeabrae,coupar-angus,,maywick,,rutherglen,glassingall,,,
,,stewkley,taplow,stoke-goldington,needingworth,nantwich,otterham,oxenholme,melbourne,galmpton,stourton-caundle,,herstmonceux,,latchingdon,mitcheldean,hampton-hill,northington,turnford,fordham,hawkhurst,parbold,,south-kyme,,,middleton,,,,little-wittenham,,,lower-henlade,,,martlesham-heath,lower-bourne,,wellesbourne,purton,,south-elmsall,,,,,,,halfway,llwyn-onn,ty-nant,,,glasinfryn,,pandy,,,hermon,dolyhir,,peniel-green,,,,,,maud,,,,challoch,,,,,,,hill-of-beath,,ardintoul,,,floors,,,skelwick,craggan,,melby,,sandford,glenbeich,,,
,,streatley,thatcham,stoke-mandeville,newborough,neston,padstow,parton,mickleover,georgeham,stratton,,heyshott,,lawford,moreton-in-marsh,hanwell,odiham,ugley,foul-anchor,headcorn,peel,,south-reston,,,morley-st-botolph,,,,littlemore,,,lower-vobster,,,melton,mayford,,weston,ramsbury,,stanningley,,,,,,,hebron,llwyncelyn,ty-mawr,,,glyn-cywarch,,parkhouse,,,hill-mountain,domgay,,penlan,,,,,,methlick,,,,chapel-rossan,,,,,,,hillend,,ardmair,,,fochabers,,,sourin,cragganruar,,mid-yell,,shawtonhill,glengyle,,,
,,studham,theale,stoke-poges,newmarket,newton,par,patterdale,middle-mayfield,great-torrington,studland,,hickstead,,leigh-on-sea,nailsworth,harefield,old-basing,walkern,four-gotes,herne-bay,pleasington,,south-witham,,,morston,,,,longcot,,,luxborough,,,mendlesham,mickleham,,whatcote,redlynch,,sutton-in-craven,,,,,,,hendy,llwyndafydd,tyn-y-groes,,,golan,,pen-croes-oped,,,hodgeston,dutlas,,penllergaer,,,,,,mintlaw,,,,chapelknowe,,,,,,,innergellie,,ardmolich,,,fodderletter,,,southtown,craigdallie,,mossbank,,st-johns-kirk,gonachan,,,
,,sutton,tidmarsh,stokenchurch,newton,norley,pelynt,pennington,midway,gulworthy,sturminster-marshall,,holtye,,little-bentley,naunton,haringey,otterbourne,waltham-cross,fowlmere,hernhill,poulton-le-fylde,,spalding,,,mundesley,,,,longworth,,,lydeard-st-lawrence,,,middleton,milford,,whitacre-heath,rowde,,tadcaster,,,,,,,henllan,maesllyn,village-bridge,,,gorddinog,,pen-how,,,honeyborough,dylife,,penmaen,,,,,,monymusk,,,,clachaneasy,,,,,,,innerleven,,ardmore,,,forgie,,,st-margarets-hope,craigend,,neap,,stobwood,immeroin,,,
,,tebworth,tilehurst,stone,northborough,northop,pendoggett,penton,moira,halwill-junction,sturminster-newton,,horam,,little-braxted,newent,harlesden,overton,ware,foxton,hever,preesall,,stallingborough,,,narborough,,,,lower-heyford,,,lympsham,,,mildenhall,mitcham,,whitnash,salisbury,,thornton,,,,,,,henllan-amgoed,monachty,village-the-pub-birch,,,groesffordd,,pen-yr-hoel,,,hook,elan-village,,pennard,,,,,,muchalls,,,,clachanmore,,,,,,,inverkeithing,,ardnagoine,,,forres,,,st-marys,craigie,,newgord,,stonefield,inverardoch-mains,,,
,,tempsford,twyford,stony-stratford,offord-darcy,northophall,pentewan,pooley-bridge,morley,harberton,swanage,,horley,,little-canfield,newland,harlington,ovington,watford,friday-bridge,hildenborough,preston,,stamford,,,new-buckenham,,,,lower-shiplake,,,lyng,,,monks-eleigh,morden,,wishaw,seend,,thunderbridge,,,,,,,heol-ddu,mydroilyn,ysbyty-ifan,,,groeslon,,pen-y-cae-mawr,,,houghton,erwood,,penrice,,,,,,netherley,,,,clarebrand,,,,,,,kelty,,ardnagrask,,,garmouth,,,stove,craigieholm,,noonsbrough,,stonehouse,inverardran,,,
,,thurleigh,upton,swanbourne,old-weston,northwich,penzance,ravenglass,morton,hartland,sydling-st-nicholas,,horsham,,little-clacton,newnham,harmondsworth,ower,watton-at-stone,fulbourn,hollingbourne,ramsbottom,,stoke-rochford,,,north-pickenham,,,,lower-wolvercote,,,lynton,,,moulton,mytchett,,witherley,sevenhampton,,tingley,,,,,,,hermon,nanternis,llanbedr-y-cennin,,,gyrn-goch,,pen-y-clawdd,,,hubberston,esgairgeiliog,,pentrebach,,,,,,new-aberdour,,,,clarencefield,,,,,,,kemback,,ardnarff,,,garralburn,,,stromness,craigow,,north-roe,,strathaven,inverherive,,,
,,tilsworth,waltham-st-lawrence,taplow,orton-malborne,oscroft,perranarworthal,ravenstonedale,new-mills,hatherleigh,symondsbury,,horsted-keynes,,little-dunmow,newnham-on-severn,harrow,owslebury,wellpond-green,gamlingay,hollowshore,rawtenstall,,stubton,,,north-tuddenham,,,,mapledurham,,,marmston-magna,,,mutford,new-addington,,withybrook,shaw,,todmorden,,,,,,,horeb,nebo,llanfair-talhaiarn,,,harlech,,pen-twyn,,,hundleton,evenjobb,,pentrechwyth,,,,,,new-byth,,,,clatteringshaws,,,,,,,kennoway,,ardnastang,,,glenconglass,,,tankerness,cray,,north-sandwick,,symington,inverlochlarig,,,
,,toddington,warfield,thornborough,oundle,over-peover,perranporth,santon-bridge,new-tupton,hawkchurch,tarrant-gunville,,houghton,,little-easton,north-cerney,hatton-garden,petersfield,welwyn,girton,hoo,ribchester,,surfleet,,,north-walsham,,,,marcham,,,martock,,,nayland,new-malden,,wolvey,sherston,,tong,,,,,,,johnstown,new-cross,llanrhychwyn,,,llanaber,,penallt,,,jameston,felindre,,pentre-dwr,,,,,,new-deer,,,,cleuchbrae,,,,,,,kettlebridge,,ardochu,,,glenlatterach,,,tingwall,crieff,,northpunds,,tarbrax,inversnaid-hotel,,,
,,totternhoe,wargrave,tilehurst,outwell,parkgate,perranuthnoe,satterthwaite,new-whittington,hexworthy,tarrant-monkton,,hove,,little-hallingbury,northleach,hayes,pikes-hill,welwyn-garden-city,glatton,hythe,rishton,,sutton-bridge,,,northrepps,,,,marsh-gibbon,,,meare,,,needham-market,newdigate,,wootton-wawen,shrewton,,wadsworth,,,,,,,kidwelly,new-quay,llysfaen,,,llanaelhaearn,,penperlleni,,,jeffreston,felinfach,,pentrepoeth,,,,,,new-leeds,,,,clonrae,,,,,,,kilconquhar,,ardroe,,,glenlivet,,,toab,crook-of-devon,,norwick,,thankerton,invertrossachs,,,
,,turvey,water-oakley,tingewick,over,penketh,phillack,sawrey,newhaven,high-bickington,three-legged-cross,,hurst-green,,little-maplestead,nympsfield,haymarket,pilley,westmill,godmanchester,ickham,rochdale,,sutton-on-sea,,,northwold,,,,marston,,,mells,,,newbourne,norbury,,wroxall,south-wraxall,,wakefield,,,,,,,laugharne,newcastle-emlyn,rowen,,,llanarmon,,penrhos,,,jeffreyston,ffawyddog,,penyrheol,,,,,,new-pitsligo,,,,closeburn,,,,,,,kilmany,,ardshave,,,gordonstoun,,,tradespark,crossgates,,oddsta,,thorntonhall,keir,,,
,,westoning,west-ilsley,turville,parnwell,pickmere,philleigh,seascale,newton,highampton,tolpuddle,,hurstpierpoint,,little-waltham,nymspfield,heathrow,plaitford,weston,gorefield,ide-hill,rossendale,,sutton-st-edmund,,,norwich,,,,middle-barton,,,merriott,,,newmarket,nutfield,,,southwick,,walshford,,,,,,,llanarthney,noyadd-trefawr,tal-y-cafn,,,llanbedr,,portskewett,,,johnston,ffrwdgrech,,pitton,,,,,,newburgh,,,,colfin,,,,,,,kilmux,,ardshealach,,,grange-crossroads,,,twatt,culloch,,okraquoy,,uddingston,kenknock,,,
